runtimeMinutes,numVotes,label,director_id,writer_id,Year,title_language,sentiment_score,word_count,tomatometer_rating,audience_rating
96,2400,True,4862,6543,2007,6,0.0,4,67.0,63.0
152,22073,False,438,15043,2013,25,0.0,2,71.0,52.0
93,13335,False,5094,8381,2015,5,0.0,1,31.0,22.0
135,109385,True,6285,11908,2021,24,0.0,1,67.0,63.0
91,9862,False,3283,13350,2020,6,0.0,3,9.0,20.0
86,3906,False,6029,12455,2020,6,0.0,3,67.0,63.0
117,8909,False,6484,13501,2020,24,0.0,4,67.0,63.0
104,4938,False,4464,9259,2020,12,0.0,2,67.0,63.0
112,18512,True,6418,8567,2021,5,0.0,1,67.0,63.0
103,24102,False,1810,2382,2021,12,0.0,3,67.0,63.0
114,244977,True,470,461,2008,26,0.0,1,60.0,71.0
102,34588,False,189,2542,2009,6,0.5,5,13.0,32.0
90,12495,True,3964,8158,2008,31,0.0,1,85.0,79.0
118,13335,True,6775,12924,2020,27,0.0,4,67.0,63.0
81,1027,False,7073,14847,2020,14,0.0,1,94.0,57.0
103,13335,False,6030,12456,2021,5,0.0,1,88.0,58.0
140,1551,True,6279,13074,2019,11,0.0,3,67.0,63.0
115,237807,True,3210,12465,2011,6,0.0,2,88.0,79.0
95,133094,False,4339,8998,2009,5,0.0,1,30.0,39.0
85,13335,False,1085,6013,2009,17,0.0,3,67.0,63.0
98,4171,False,2904,12594,2008,10,-0.19999999999999998,4,67.0,63.0
92,1732,True,2997,12261,2009,6,0.0,2,81.0,72.0
135,2394,False,4695,13316,2008,27,0.0,1,36.0,50.0
112,33982,False,6888,14111,2020,13,0.0,5,67.0,63.0
96,1101,False,6035,12469,2005,12,0.0,2,67.0,63.0
111,1663,False,4061,8371,2020,6,0.0,1,67.0,63.0
120,2911,True,4398,9119,2019,5,-0.07142857142857142,4,67.0,63.0
88,2785,True,3554,9728,2020,6,0.0,3,67.0,63.0
86,1253,False,2832,9189,2013,0,0.0,3,67.0,63.0
93,4265,False,1086,13011,2010,6,0.0,4,67.0,63.0
135,2713,False,5063,9516,2008,13,0.0,1,67.0,63.0
90,3154,False,5959,8408,2020,14,0.0,2,67.0,63.0
134,1537,True,4522,9396,2019,13,0.0,1,67.0,63.0
121,5154,False,5360,11137,2020,29,0.0,4,67.0,63.0
123,2083,True,5870,11837,2019,14,0.0,1,67.0,63.0
135,13335,True,7142,9371,2019,9,0.0,3,67.0,63.0
101,43712,False,1376,12395,2008,5,1.0,4,14.0,46.0
118,205593,False,3777,7729,2009,6,0.0,6,34.0,50.0
107,3975,True,4341,0,2007,6,0.0,1,89.0,91.0
60,6071,False,4275,8877,2020,29,0.0,3,67.0,63.0
90,3901,True,5965,8292,2019,9,0.0,8,67.0,63.0
90,2744,False,925,8521,2008,6,0.0,1,67.0,63.0
104,1158,False,5264,10894,2008,8,0.0,3,67.0,63.0
90,13335,True,1393,2443,2009,10,0.0,1,77.0,76.0
93,1436,False,1918,3689,2008,31,0.0,2,50.0,48.0
130,9285,True,5039,14516,2019,6,0.0,4,67.0,63.0
98,6714,False,5432,12050,2021,6,0.0,5,67.0,63.0
82,1743,False,6713,13996,2019,23,0.0,1,67.0,63.0
87,13335,False,3892,7992,2008,6,0.0,2,67.0,63.0
124,20132,True,1966,3818,2020,6,0.0,3,67.0,63.0
112,26797,True,7092,14954,2020,6,0.0,2,44.0,65.0
158,10591,True,6947,14543,2021,17,0.0,1,51.0,64.0
71,1533,True,6807,5734,2020,7,0.0,1,67.0,63.0
90,18232,False,4206,11186,2009,6,0.0,3,67.0,63.0
78,4198,False,5902,12185,2008,13,0.0,1,67.0,63.0
125,4450,False,5634,14941,2020,3,0.0,3,67.0,63.0
84,2235,False,1929,9211,2010,0,-0.4,2,67.0,63.0
116,3018,False,6262,13029,2020,13,0.0,2,67.0,63.0
85,1614,False,6240,12988,2019,14,0.0,1,67.0,63.0
138,1390,False,6626,9672,2021,22,0.0,4,67.0,63.0
134,155741,True,28,11573,2009,6,0.0,1,77.0,75.0
85,3863,False,6058,12523,2008,6,0.0,3,67.0,63.0
179,66004,True,7088,13935,2021,5,0.0,1,67.0,63.0
82,1841,False,5534,0,2007,28,-0.7142857142857143,2,67.0,63.0
151,1496,False,930,4789,2008,17,0.0,1,67.0,63.0
120,1124,False,3606,7344,2008,6,0.25,2,20.0,16.0
88,11151,False,3030,11618,2012,6,0.0,1,94.0,63.0
124,2705,True,7058,13933,2019,13,0.0,3,67.0,63.0
110,1563,False,4542,9412,2020,10,0.0,2,67.0,63.0
115,66123,True,5417,11250,2020,28,0.0,1,67.0,63.0
160,1088,True,5877,8014,2021,6,0.0,3,67.0,63.0
130,2222,False,6996,9402,2020,6,0.0,1,67.0,63.0
87,1303,False,1617,2975,2019,6,0.0,5,20.0,40.0
106,40985,True,1296,5328,2008,6,0.8,4,67.0,78.0
85,3473,False,1389,12283,2007,28,0.0,1,67.0,63.0
105,1086,False,3180,6349,2007,14,0.0,3,67.0,63.0
102,13335,False,5921,12219,2020,5,0.0,3,67.0,63.0
105,59417,False,1829,3469,2021,17,0.0,2,67.0,63.0
105,2244,True,4262,4278,1999,6,0.0,8,67.0,63.0
103,45945,False,941,196,2020,17,0.0,2,67.0,63.0
128,34893,True,1035,11876,2008,6,0.0,2,95.0,82.0
100,2355,True,5434,11605,2000,28,0.0,6,67.0,63.0
83,13335,False,7016,12527,2020,6,0.0,4,67.0,63.0
123,3886,True,1632,5370,2019,12,0.0,1,67.0,63.0
90,1919,False,422,408,2009,6,0.0,3,67.0,63.0
99,13335,False,4844,10127,2018,5,0.0,1,13.0,32.0
110,27654,False,5504,2675,2021,0,0.35,2,67.0,63.0
106,1436,False,6660,14317,2020,3,0.0,1,67.0,63.0
111,6724,False,4041,613,2009,10,0.0,3,100.0,92.0
132,13335,True,5768,11926,2019,24,0.0,3,67.0,63.0
65,2250,False,6485,13502,2019,6,0.0,5,67.0,63.0
81,57550,False,1959,10498,2010,13,0.0,2,12.0,20.0
122,3339,True,1145,14199,2019,6,0.5,4,67.0,63.0
129,1280,True,4795,10038,2019,24,0.0,1,87.0,86.0
135,1420,False,4058,8366,2008,20,0.0,4,67.0,63.0
102,37258,True,4790,9987,2007,31,0.0,2,88.0,87.0
113,105658,False,831,10390,2009,6,0.0,2,10.0,39.0
97,1110,False,4257,8842,2008,6,0.5,3,45.0,33.0
83,1558,False,7112,15013,2020,7,0.0,1,67.0,63.0
116,1163,False,4065,12013,2009,28,0.0,1,67.0,63.0
96,2572,False,2430,12568,2010,6,-0.2,2,67.0,63.0
84,3294,False,5202,10842,2008,6,0.0,2,67.0,63.0
106,13335,True,332,12052,2015,6,0.0,3,67.0,63.0
142,1913,True,6483,13493,2019,24,0.0,1,67.0,63.0
88,6468,False,5110,10620,2019,6,0.0,3,67.0,63.0
120,13335,True,3024,2369,2019,14,0.0,5,67.0,63.0
124,2000,True,4284,555,2007,6,0.0,3,67.0,63.0
101,6516,False,3711,7574,2008,6,0.0,1,50.0,33.0
145,1118,True,4554,0,2019,5,0.0,1,67.0,63.0
104,1340,False,1853,12945,2008,9,0.0,2,67.0,63.0
93,1330,False,560,577,2010,10,0.0,2,67.0,63.0
106,1309,False,5086,10584,2007,28,0.0,2,67.0,63.0
96,3355,False,3055,6092,2008,18,0.0,1,67.0,63.0
129,2069,False,573,8291,2008,9,0.0,1,67.0,63.0
156,7282,True,6179,12811,2019,28,0.0,2,89.0,90.0
114,13335,False,4941,9440,2020,24,0.0,2,67.0,63.0
80,3008,False,5433,11274,2020,6,0.0,5,85.0,51.0
135,174144,False,1377,14705,2021,25,0.0,1,67.0,63.0
132,34291,True,6003,13730,2021,25,0.0,1,67.0,63.0
126,1203,False,4556,9444,2019,13,0.0,3,67.0,63.0
88,3292,False,3211,6420,2008,6,0.0,7,67.0,63.0
86,13237,True,6404,0,2019,6,0.0,5,97.0,88.0
80,1035,True,6075,0,2010,6,0.8,7,67.0,63.0
162,11194,True,6377,13261,2021,27,0.0,1,67.0,63.0
135,7643,False,5063,8436,2008,8,0.0,2,0.0,33.0
88,3332,True,2419,4754,2008,6,0.0,3,28.0,68.0
118,7642,False,512,9451,2020,27,0.0,1,67.0,63.0
97,3903,False,2183,14784,2020,6,0.0,2,82.0,38.0
80,5188,True,2681,8166,2007,3,0.0,2,95.0,77.0
101,2256,False,4521,13776,2020,14,0.0,4,67.0,63.0
98,1609,True,5715,5280,2007,6,0.0,3,67.0,63.0
81,2149,True,2695,5697,2007,6,0.0,5,67.0,63.0
90,4155,False,4560,9457,2019,6,0.13636363636363635,4,67.0,63.0
90,2824,False,5185,2655,2008,4,0.0,3,67.0,63.0
91,5805,True,4421,9165,2008,24,0.0,2,94.0,82.0
108,13335,False,3703,13137,2021,17,0.1,1,67.0,63.0
88,4179,False,5076,14540,2020,6,0.0,3,67.0,63.0
121,27919,False,798,6699,2021,6,0.0,3,67.0,63.0
99,2155,False,4606,9567,2009,6,0.0,3,67.0,63.0
58,1354,True,4831,0,2007,10,0.0,4,67.0,63.0
92,13335,True,5401,11209,2019,6,0.0,2,67.0,63.0
154,2920,False,6989,14638,2020,6,0.5,3,67.0,63.0
109,13335,False,5111,10621,2010,17,0.0,1,44.0,29.0
93,11308,False,2798,79,2021,17,0.35,4,67.0,63.0
83,1174,True,1217,0,2019,6,0.0,4,67.0,63.0
100,90104,False,2652,3507,2010,4,0.0,1,73.0,65.0
89,3500,False,4011,10493,2009,6,0.0,2,67.0,63.0
79,3689,False,853,10814,2010,6,0.0,2,25.0,22.0
83,13335,True,4566,9477,2019,10,0.0,4,67.0,63.0
77,16458,False,299,361,2009,6,0.0,3,67.0,35.0
91,13335,False,3173,6341,2009,6,0.0,2,67.0,63.0
95,1706,True,6333,0,2019,6,0.0,6,67.0,63.0
90,7650,False,6992,14652,2020,10,0.0,1,67.0,63.0
122,5668,False,2420,12938,2009,8,0.0,4,67.0,63.0
117,1981,False,3326,12127,2007,6,0.0,1,67.0,63.0
151,4291,False,537,6330,2008,9,0.0,1,67.0,63.0
110,1174,False,4570,9482,2020,27,0.0,2,67.0,63.0
95,1242,True,5728,11168,2020,26,0.0,4,67.0,63.0
123,2420,False,6811,14201,2021,8,0.0,1,67.0,63.0
91,1147,True,2310,10579,2019,31,-0.3,3,67.0,63.0
103,2170,False,106,101,2008,6,0.0,3,67.0,63.0
85,4005,False,4913,10264,2008,4,0.0,3,67.0,63.0
119,6022,False,6731,14029,2020,27,0.0,3,67.0,63.0
73,5063,False,1947,3764,2020,22,0.0,1,55.0,52.0
208,11243,True,42,0,2011,6,0.0,7,67.0,63.0
93,13335,True,4943,10315,2007,6,0.0,3,96.0,83.0
102,41485,False,1106,6167,2009,6,0.0,4,43.0,67.0
89,2830,False,6564,12756,2019,6,0.0,3,67.0,63.0
104,1580,False,4578,9501,2019,12,-0.05,2,10.0,45.0
62,13335,False,4580,9504,2019,6,0.0,2,67.0,63.0
144,1761,True,6922,14482,2020,13,0.0,1,67.0,63.0
155,1182,True,6922,14482,2021,28,0.0,2,67.0,63.0
92,2343,False,5038,10493,2021,6,0.0,1,67.0,63.0
93,14258,False,2579,6425,2009,31,0.0,3,67.0,63.0
59,13335,True,6593,13740,2020,6,0.0,5,67.0,63.0
100,13335,True,3248,5873,2009,6,0.0,2,78.0,84.0
96,10121,False,3470,12802,2020,6,0.0,5,67.0,63.0
167,2505,False,5502,404,2007,24,0.0,4,67.0,63.0
112,191955,True,1147,12099,2010,10,0.0,2,87.0,77.0
139,4364,False,6865,14327,2021,26,0.0,3,67.0,63.0
89,1199,True,299,0,2010,6,0.4166666666666667,5,91.0,71.0
113,2982,True,5435,9505,2020,9,0.0,1,67.0,63.0
112,15759,True,6372,8461,2021,6,0.0,2,67.0,63.0
120,13027,False,5814,12011,2021,6,0.0,2,67.0,63.0
71,1663,False,6093,7584,2009,6,0.0,4,67.0,63.0
111,1392,False,6098,12613,2007,29,0.0,1,67.0,63.0
47,6940,True,4349,10557,1991,6,0.0,5,67.0,63.0
109,298596,True,449,10741,2008,6,0.0,2,98.0,88.0
87,3816,False,6292,13107,2021,6,0.0,3,67.0,63.0
96,13335,False,3783,7738,2009,18,0.0,2,15.0,17.0
89,2506,False,2347,9372,2019,6,0.0,2,67.0,63.0
237,13212,True,3779,7734,2008,27,0.5,2,67.0,63.0
138,2005,True,2825,11602,2021,17,0.0,3,67.0,63.0
100,1663,True,6145,0,2020,6,0.0,5,67.0,63.0
97,2688,False,2450,4819,2008,6,0.0,2,67.0,63.0
84,6030,False,4948,10325,2008,5,0.0,2,78.0,80.0
112,3918,True,4042,7099,2008,6,0.0,4,67.0,63.0
107,1345,False,6842,14270,2019,22,0.0,2,67.0,63.0
145,6687,True,7125,15060,2021,13,0.0,2,67.0,63.0
103,13335,False,5096,10596,2021,6,0.0,4,67.0,63.0
86,12409,False,5719,9523,2021,6,0.0,2,67.0,63.0
138,1215368,True,42,9877,2010,18,0.0,2,68.0,76.0
101,1578,False,825,1195,2010,6,0.0,3,57.0,62.0
107,2296,True,3765,7691,2008,7,0.0,4,67.0,63.0
97,38528,True,4887,10113,2008,13,0.0,1,67.0,63.0
95,3373,False,4003,10951,2009,5,0.0,2,67.0,63.0
102,1431,True,5350,12441,2019,23,0.0,2,67.0,63.0
98,22194,False,1263,12717,2017,30,0.0,1,22.0,38.0
90,1027,False,3827,7846,2009,31,0.0,1,67.0,63.0
94,1010,False,5473,12629,2009,0,0.0,2,67.0,63.0
94,11543,False,219,12630,2012,6,0.5,3,18.0,19.0
93,1017,False,783,11371,2008,9,-0.7,2,67.0,63.0
152,213591,True,3132,12043,2009,31,0.0,6,85.0,87.0
108,1796,True,5434,9507,2003,6,0.0,7,67.0,63.0
108,1555,True,4262,12360,2005,9,0.0,6,67.0,63.0
90,2632,False,5233,11183,2009,6,0.0,4,67.0,63.0
78,3550,False,6449,13425,2020,6,0.0,1,67.0,63.0
89,4140,False,5747,11893,2009,31,0.0,5,67.0,34.0
93,5052,False,1255,102,2009,8,0.0,2,67.0,63.0
118,6020,True,6616,13795,2020,16,0.0,1,67.0,63.0
83,1962,True,6688,0,2020,31,0.6,4,67.0,63.0
84,13335,False,5660,9723,2008,26,0.0,3,67.0,63.0
92,1081,False,3333,6724,2008,6,0.0,1,67.0,63.0
148,11977,True,4723,9881,2021,7,0.0,1,67.0,63.0
97,13335,True,5938,14202,2021,6,0.0,7,67.0,63.0
96,3156,True,7097,0,2020,6,0.0,8,67.0,63.0
119,28855,True,5912,5848,2020,6,0.0,2,67.0,63.0
155,2940,True,5827,12033,2021,6,0.5,2,68.0,75.0
85,18275,True,6827,0,2020,6,0.0,2,91.0,91.0
81,1484,True,6184,12844,2021,6,0.4166666666666667,5,67.0,63.0
144,2187,False,2307,660,2007,31,0.0,4,67.0,63.0
105,1411,True,6438,0,2020,5,0.0,2,67.0,63.0
89,5925,True,4356,9030,2020,5,-0.2,4,67.0,63.0
92,4209,True,7157,11009,2020,17,0.7,3,96.0,87.0
104,2130,True,5296,0,2020,9,0.0,1,16.0,45.0
114,211867,True,598,5123,2008,26,0.2857142857142857,5,98.0,90.0
97,1383,False,5101,14651,2019,29,0.0,2,67.0,63.0
88,14136,False,2169,12416,2009,5,0.0,2,8.0,27.0
111,7158,False,4906,10259,2008,6,0.0,4,53.0,61.0
122,1317,False,4600,9556,2020,18,0.5,4,67.0,63.0
93,13335,True,3829,7849,2009,5,0.0,3,94.0,84.0
142,13335,False,4834,10318,2009,25,0.0,2,67.0,63.0
93,3704,False,5029,12655,2009,6,0.0,3,67.0,63.0
91,1384,False,1312,14197,2020,6,0.0,4,67.0,63.0
95,13335,False,5455,10630,2009,1,0.0,1,67.0,63.0
94,76419,True,5864,12103,2020,12,0.03333333333333333,3,67.0,63.0
103,6041,False,4496,9316,2009,31,0.0,3,67.0,56.0
88,5351,False,5551,12403,2010,6,0.0,2,33.0,45.0
92,2907,True,4357,11256,2007,6,0.0,8,67.0,63.0
105,29834,True,86,4915,2009,10,0.0,1,67.0,63.0
80,1018,False,6024,10042,2020,6,0.0,6,67.0,63.0
136,13335,True,7155,13934,2020,28,0.0,4,67.0,63.0
134,1594,False,4047,8343,2008,25,0.0,1,67.0,63.0
92,13335,True,5669,11709,2008,6,0.5,2,73.0,75.0
105,13404,True,772,10229,2008,4,0.0,3,96.0,81.0
96,13335,False,4452,9229,2009,18,0.0,2,16.0,26.0
130,1598,True,0,14385,2020,6,0.0,2,67.0,63.0
87,1288,False,6116,12667,2009,6,0.0,1,67.0,63.0
90,21245,False,5776,11962,2009,5,0.0,2,5.0,29.0
178,3940,True,5448,11297,2007,13,0.0,3,67.0,63.0
95,35471,True,2417,4751,2008,6,0.0,10,94.0,96.0
114,3526,False,7086,13354,2020,29,0.0,2,67.0,63.0
94,1781,False,4032,1711,2010,4,0.3333333333333333,2,67.0,63.0
100,2696,False,6676,9458,2019,1,0.0,1,67.0,63.0
119,1211,True,4595,0,2020,9,0.0,1,67.0,63.0
83,12207,False,4907,10260,2009,6,0.0,2,18.0,30.0
118,4073,False,6855,14047,2020,9,0.0,2,67.0,63.0
93,1321,False,1875,4244,2011,6,-0.15555555555555556,3,45.0,36.0
58,1588,True,6118,11907,2008,13,0.0,8,67.0,63.0
117,1075,False,2502,4931,2008,25,0.0,2,67.0,63.0
165,1290,True,5213,10863,2008,6,0.2,1,30.0,47.0
105,7597,False,4515,14065,2020,20,0.0,1,71.0,17.0
173,18840,True,6227,12952,2021,13,0.0,2,67.0,63.0
158,19542,True,6920,14476,2021,13,0.0,1,67.0,63.0
96,1316,False,3254,8377,2007,21,0.85,3,67.0,63.0
107,13335,False,5604,11594,2007,6,0.0,5,67.0,63.0
108,28395,False,227,12695,2009,5,0.0,2,30.0,45.0
124,5979,True,6523,15234,2021,28,0.0,1,67.0,63.0
128,3323,True,3069,3894,2008,27,0.0,2,67.0,63.0
83,2303,False,6122,12681,2009,6,0.0,7,67.0,63.0
86,5854,False,5146,10698,2020,6,0.0,3,84.0,23.0
119,6010,True,457,439,2020,6,0.0,3,67.0,63.0
72,1215,False,6126,7914,2008,31,0.0,7,67.0,63.0
88,1049,False,6728,9658,2021,17,0.0,1,60.0,40.0
80,1062,False,5151,12686,2008,5,-0.25,5,67.0,63.0
110,2254,True,1537,12679,2008,6,0.0,5,67.0,63.0
84,2975,False,5763,14537,2021,29,-0.16666666666666666,2,89.0,92.0
148,88994,True,1788,10596,2010,21,0.0,1,66.0,74.0
98,19417,False,5362,12739,2020,26,-0.2916666666666667,2,0.0,71.0
134,1576,True,4611,9573,2019,6,0.0,3,67.0,63.0
112,1042,True,6606,0,2020,31,0.0,6,67.0,63.0
154,1111,False,3354,12306,2007,31,0.0,1,67.0,63.0
118,1099,False,6562,10632,2020,19,0.0,1,67.0,63.0
100,13335,False,1934,141,2009,31,0.0,3,67.0,63.0
161,627985,True,244,8167,2013,31,0.0,6,74.0,85.0
127,1086,False,5580,11540,2008,13,0.0,2,67.0,63.0
163,2175,False,3311,7222,2008,0,-0.5,4,67.0,63.0
128,33021,True,4740,12694,2009,1,0.0,2,67.0,63.0
109,2078,True,3197,6386,2008,27,0.0,1,67.0,63.0
92,126792,True,3394,6852,2008,10,0.0,1,76.0,74.0
96,1741,False,569,9770,2012,12,0.0,2,20.0,35.0
106,6493,True,3434,6934,2008,5,0.0,2,67.0,63.0
102,2163,True,7105,15058,2020,24,0.0,1,67.0,63.0
177,1790,True,4615,9587,2020,12,0.0,3,67.0,63.0
121,14482,True,3795,7767,2008,17,0.0,1,67.0,63.0
109,13335,False,6129,12697,2009,5,0.0,4,67.0,63.0
109,13335,False,1981,15183,2021,6,0.0,4,67.0,63.0
117,13335,True,3718,14143,2008,6,0.0,4,67.0,63.0
104,31358,True,1320,2315,2009,6,0.0,2,82.0,79.0
150,1409,True,7182,10125,2021,8,0.0,1,67.0,63.0
101,5101,False,1978,12716,2009,5,0.0,1,90.0,83.0
112,1489,True,5073,13614,2021,6,0.0,1,67.0,63.0
99,13335,True,503,492,2020,6,0.0,2,67.0,63.0
135,2631,False,6130,12703,2008,6,0.0,3,67.0,63.0
113,1630,False,5797,11974,2021,6,0.0,3,67.0,63.0
124,1192,True,3929,8089,2020,6,-0.2,9,67.0,63.0
92,1777,True,5651,0,2021,6,0.0,2,67.0,63.0
112,7296,False,581,9596,2020,29,0.0,2,67.0,63.0
130,1145,False,2458,12439,2008,9,0.0,2,67.0,63.0
101,55729,False,2660,5756,2009,6,-0.8,3,54.0,52.0
103,309018,True,3981,13010,2016,12,0.0,3,90.0,79.0
102,4873,True,5908,0,2009,6,0.0,5,83.0,85.0
138,7424,True,6284,8547,2021,6,0.0,8,67.0,63.0
86,12947,False,1597,4079,2009,11,0.0,1,67.0,63.0
167,46436,True,1129,1894,2008,13,0.0,5,67.0,63.0
95,3036,True,5527,11446,2009,5,0.0,3,67.0,63.0
82,2837,False,926,12727,2008,4,0.0,1,67.0,63.0
99,34241,True,2791,5537,2009,29,0.0,1,74.0,8.0
110,3216,True,708,1550,2008,3,0.0,1,67.0,63.0
105,8715,True,1300,2252,2008,7,0.0,2,86.0,69.0
111,1737,False,3167,9749,2009,6,0.0,3,67.0,63.0
99,3959,False,1113,1918,2008,13,0.0,5,67.0,63.0
127,68333,True,620,3276,2009,28,0.0,1,53.0,65.0
170,373012,True,2016,12553,2009,8,-0.8,2,67.0,63.0
95,5932,True,6143,10447,2009,28,0.0,2,67.0,63.0
94,1336,False,1692,8293,2009,7,0.0,1,67.0,63.0
120,146883,True,52,4309,2011,7,0.13636363636363635,5,81.0,84.0
89,2999,False,3153,8213,2009,22,0.0,1,63.0,36.0
118,227284,True,4428,2035,2011,6,0.0,3,83.0,82.0
87,13335,False,5682,11747,2008,4,0.0,4,67.0,63.0
103,9887,True,4394,0,2020,10,0.0,2,67.0,63.0
145,2501,False,2362,4663,2008,24,0.5,4,88.0,52.0
84,1962,False,7002,14699,2020,6,0.0,4,67.0,63.0
102,1738,False,1278,2225,2010,6,0.55,4,67.0,63.0
122,1734,False,4022,4540,2010,6,0.0,1,67.0,63.0
77,15651,True,4073,10044,2009,10,0.0,1,67.0,63.0
87,1582,False,4672,9750,2007,6,0.0,3,67.0,63.0
75,2994,True,4950,12740,2010,6,0.0,7,67.0,63.0
90,2116,False,2463,4844,2009,6,0.0,2,67.0,63.0
140,1301,True,6860,0,2021,18,0.0,2,67.0,63.0
111,13335,False,6559,13677,2020,22,0.0,1,67.0,63.0
96,5831,False,129,6433,2010,31,-0.3,4,8.0,28.0
93,8141,False,6151,12748,2009,6,0.0,3,67.0,63.0
127,1515,True,5907,13166,2020,21,0.0,2,67.0,63.0
79,4061,False,2563,5063,2011,12,0.0,2,67.0,63.0
103,2701,False,5706,11808,2009,27,0.0,4,67.0,63.0
130,13335,True,1733,7028,2009,6,0.0,3,67.0,63.0
83,29945,True,1616,0,2020,6,0.0,7,67.0,63.0
99,1131,False,5817,12014,2021,9,0.0,4,67.0,63.0
93,2979,False,3900,12800,2009,31,0.0,2,67.0,63.0
148,4062,False,3732,4231,2009,14,0.0,3,67.0,63.0
92,1729,True,5084,6733,2020,1,0.0,2,67.0,63.0
120,90510,True,866,223,2011,6,0.0,2,95.0,80.0
86,2544,False,5645,10804,2009,6,0.0,1,67.0,63.0
111,13335,False,5978,12352,2009,9,0.0,2,67.0,63.0
113,13335,True,5830,12478,2008,6,0.0,12,67.0,63.0
80,1065,False,3251,4863,2009,6,0.0,2,67.0,63.0
109,1202,True,7030,14997,2021,27,0.0,2,67.0,63.0
85,1496,False,4472,181,2009,6,0.0,3,67.0,63.0
106,8278,False,3944,11941,2009,6,0.0,8,67.0,63.0
133,397623,True,2890,9220,2011,29,0.0,1,94.0,86.0
86,6718,False,5783,13340,2021,6,-0.13333333333333333,3,67.0,63.0
115,658339,True,1369,2475,2016,6,-0.05,2,89.0,86.0
104,49373,False,3298,9771,2010,6,0.0,3,18.0,46.0
109,13710,False,2141,3534,2009,6,0.0,2,29.0,29.0
87,89901,False,3649,7424,2008,0,0.0,2,1.0,21.0
85,1298,False,4466,14635,2007,24,0.0,1,67.0,63.0
97,1802,False,6957,14375,2021,6,0.0,3,67.0,63.0
100,3343,True,6169,13065,2008,24,0.0,2,67.0,63.0
116,177810,False,2579,1167,2011,5,0.0,3,36.0,48.0
105,1852,False,4601,9557,2020,5,0.0,4,67.0,63.0
85,7937,False,5697,11775,2009,7,0.0,1,71.0,31.0
105,13335,False,1801,12795,2009,6,0.0,7,20.0,42.0
96,167447,False,633,732,2010,4,-1.0,3,22.0,48.0
94,1961,False,3467,10235,2011,18,0.0,1,67.0,63.0
78,6096,True,1616,3622,2012,27,0.0,1,67.0,63.0
89,6407,True,1616,10877,2011,6,0.0,2,73.0,77.0
102,1088,False,2734,2135,2008,18,0.0,1,67.0,63.0
245,13335,True,4688,9788,2008,6,0.3333333333333333,2,67.0,63.0
105,14453,True,5198,3527,2012,14,-0.3,3,76.0,71.0
97,8658,True,1505,13456,2010,6,-0.4571428571428572,4,67.0,63.0
150,4176,False,4925,13436,2008,15,0.0,1,67.0,63.0
116,117558,True,3392,5123,2010,10,0.0,3,88.0,76.0
138,1310,False,2147,9783,2009,5,0.0,2,67.0,63.0
89,1220,False,5980,12514,2008,6,0.0,5,67.0,63.0
120,85416,True,5162,1477,2011,5,0.0,2,84.0,76.0
120,2737,True,7171,0,2021,6,0.0,2,67.0,63.0
145,21649,True,2238,4384,2008,31,0.0,2,67.0,63.0
96,13335,False,4951,5195,2009,5,0.0,1,67.0,63.0
95,2236,False,3731,11110,2009,0,0.0,2,67.0,63.0
165,13335,True,6177,12306,2009,5,0.0,4,67.0,63.0
90,11246,False,3669,7474,2009,31,0.0,2,0.0,30.0
133,4827,True,2883,11686,2009,19,0.0,3,67.0,63.0
90,19379,False,1849,1461,2009,12,0.0,5,67.0,63.0
98,1149,False,1449,8538,2009,5,0.0,3,67.0,63.0
124,1801,True,1577,1156,2010,14,0.0,2,67.0,63.0
94,11856,False,5304,11083,2009,6,0.0,2,67.0,63.0
70,1106,False,3912,11662,2021,5,0.0,1,67.0,63.0
94,9031,True,3995,8227,2010,14,0.0,2,87.0,77.0
95,14738,True,4970,10365,2011,5,0.0,1,67.0,82.0
96,2218,False,3320,6697,2009,7,0.0,3,67.0,63.0
242,349089,True,3768,4591,2021,6,0.0,4,67.0,63.0
116,8204,True,4792,9890,2010,10,0.0,1,67.0,63.0
93,1014,False,5889,12157,2008,21,0.0,1,67.0,63.0
93,3097,False,3551,7225,2009,10,0.0,3,67.0,63.0
100,1041,True,3144,5506,2008,11,0.0,3,67.0,63.0
130,4695,True,3965,8161,2008,17,0.0,1,80.0,90.0
84,1067,False,6970,14734,2020,6,-0.5,1,67.0,63.0
90,13335,True,6841,14263,2021,10,0.0,1,67.0,63.0
91,3038,False,5438,12845,2010,31,0.5,7,67.0,63.0
99,13335,True,6158,12765,2008,8,0.0,1,67.0,63.0
75,3602,True,4726,0,2009,10,0.0,1,81.0,76.0
101,3362,False,2559,6270,2010,6,0.0,3,67.0,63.0
79,1043,False,4904,9509,2011,26,0.5,6,67.0,63.0
105,1512,True,3604,7337,2009,10,-0.1,6,67.0,63.0
95,1689,False,2168,4247,2009,6,0.0,3,67.0,63.0
108,1913,False,4327,8982,2009,19,0.0,5,67.0,63.0
98,1765,False,2664,14313,2010,9,0.0,1,67.0,63.0
113,2990,True,4881,11776,2009,10,0.0,2,67.0,63.0
107,43757,True,224,3460,2010,6,0.0,1,67.0,70.0
96,1492,False,4692,13500,2020,6,0.0,3,67.0,63.0
102,9351,False,5878,12133,2009,6,0.7,3,35.0,30.0
92,6144,False,1877,3588,2009,6,-0.2,3,29.0,27.0
94,13335,True,7072,14900,2020,6,0.0,4,67.0,63.0
129,4895,True,4481,9702,2019,29,0.0,1,67.0,63.0
