Unnamed: 0,tconst,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes,numVotes,label,director_id,writer_id
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm4416364,nm6164520
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1175724,nm6164520
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm3651642,nm6164520
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1296554,nm6164520
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0605186,nm6164520
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1488800,nm6164520
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1883583,nm6164520
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1802294,nm6164520
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0922115,nm6164520
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0750121,nm6164520
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1443023,nm6164520
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1306443,nm6164520
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0774143,nm6164520
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0871188,nm6164520
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm3464186,nm6164520
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm3094978,nm6164520
7162,tt1937339,Súnny,,2011,\N,124,5597.0,True,nm3292009,nm4998869
7168,tt1946502,UglyDolls,,2019,\N,87,6554.0,False,nm0038432,nm1271984
7174,tt1954258,Balas & Bolinhos: O Último Capítulo,Balas & Bolinhos: O Último Capítulo,\N,2012,129,,True,nm1644176,nm1644176
7187,tt1971514,Salvo,Salvo,2013,\N,110,1236.0,False,nm0988803,nm0988803
7187,tt1971514,Salvo,Salvo,2013,\N,110,1236.0,False,nm0989305,nm0988803
7191,tt1979319,Rurouni Kenshin Part I: Origins,,2012,\N,134,24787.0,True,nm3311094,nm3311094
7204,tt1992258,Tower Block,,2012,\N,90,5435.0,False,nm2071556,nm1231249
7204,tt1992258,Tower Block,,2012,\N,90,5435.0,False,nm3838717,nm1231249
7210,tt1999192,Kevin Hart: Laugh at My Pain,,2011,\N,89,6024.0,True,nm1103162,nm1830312
7210,tt1999192,Kevin Hart: Laugh at My Pain,,2011,\N,89,6024.0,True,nm0806492,nm1830312
7214,tt2006721,Divorce Invitation,Divorce Invitation,2012,\N,110,1505.0,False,nm0007161,nm4143216
7216,tt2007387,The Front Line,,2011,\N,133,6354.0,True,nm1922242,nm0661931
7231,tt2034761,Journey to the Christmas Star,,2012,\N,80,1391.0,False,nm0310168,nm1515005
7239,tt2043887,Insectula!,Insectula!,\N,2015,101,,False,nm4593072,nm4593072
7241,tt2043979,Rose,Róza,2011,\N,90,3539.0,True,nm1500530,nm0843850
7246,tt2053423,Revenge for Jolly!,Revenge for Jolly!,\N,2012,81,1487.0,False,nm1976847,nm2693238
7254,tt2061822,Devil Seed,,2012,\N,108,2330.0,False,nm3419080,nm3419080
7313,tt2111478,Mea Maxima Culpa: Silence in the House of God,Mea Maxima Culpa: Silence in the House of God,2012,\N,106,3788.0,True,nm0316795,nm0316795
5701,tt1052040,Sévénth Mớớn,Seventh Moon,2008,\N,87,,False,nm0844896,nm0844896
5727,tt10633456,Minari,Minari,2020,\N,115,66123.0,True,nm1818032,nm1818032
5729,tt10644282,Shylock,Shylock,2020,\N,130,2222.0,False,nm6725309,nm10839385
5797,tt1092005,Golmaal Returns,Golmaal Returns,2008,\N,135,7643.0,False,nm1460159,nm0903423
5958,tt1151911,Cornered!,Cornered!,2009,\N,87,1288.0,False,nm2859393,nm2859393
5994,tt11649338,Black Friday,,2021,\N,84,2975.0,False,nm2206349,nm6286331
6006,tt1170404,Mere Baap Pehle Aap,,\N,2008,163,2175.0,False,nm0698184,nm0759785
6025,tt11778272,Crớck ớf Gớld: Á Féw Rớúnds with Sháné MácGớwán,Crock of Gold: A Few Rounds with Shane MacGowan,2020,\N,124,1192.0,True,nm0854697,nm0854697
6038,tt1183946,The Stoneman Murders,The Stoneman Murders,2009,\N,95,3036.0,True,nm1913302,nm1913302
6088,tt1206326,"One Piece: Episode of Chopper Plus - Bloom in the Winter, Miracle Sakura",,2008,\N,113,,True,nm2293309,nm2663646
6095,tt1211837,Doctor Strange,Doctor Strange,2016,\N,115,658339.0,True,nm0220600,nm0228492
6278,tt1307873,The Big Bang,The Big Bang,2010,\N,101,7061.0,False,nm0469813,nm0420701
6281,tt1308729,Bullet to the Head,Bullet to the Head,2012,\N,92,49111.0,False,nm0001353,nm5631325
6289,tt1313139,The Oranges,,\N,2011,90,12849.0,False,nm0267497,nm2690957
6424,tt1395054,Once Upon a Time in Mumbaai,,\N,2010,134,17226.0,True,nm0527453,nm2980183
6432,tt1398426,Straight Outta Compton,Straight Outta Compton,2015,\N,147,191030.0,True,nm0336620,nm0921023
6545,tt14810692,Escape from Mogadishu,,2021,\N,121,,True,nm0753423,nm0753423
6559,tt1488163,Trash Humpers,,2009,\N,78,4746.0,False,nm0005101,nm0005101
6563,tt1490759,Unresolved Sexual Tension,Tensión sexual no resuelta,2010,\N,93,1270.0,False,nm1532195,nm1532195
6601,tt1520498,The Oogieloves in the Big Balloon Adventure,,2012,\N,88,15292.0,False,nm0224683,nm2355422
6652,tt15528002,Vinodhaya Sitham,Vinodhaya Sitham,2021,\N,97,1219.0,True,nm2284321,\N
6720,tt1592527,The Black Power Mixtape 1967-1975,The Black Power Mixtape 1967-1975,2011,\N,100,2312.0,True,nm0648057,nm0648057
6721,tt1594917,Age of the Dragons,Age of the Dragons,2011,\N,91,4404.0,False,nm0514662,nm0578479
6776,tt1629715,Miss Lovely,Miss Lovely,2012,\N,113,12578.0,True,nm1201747,nm4504829
6790,tt1640711,A Few Best Men,,2011,\N,97,12983.0,False,nm0254632,nm1918877
7031,tt1821480,Káhááni,Kahaani,2012,\N,122,,True,nm1223910,nm4449370
7186,tt1969959,Box Office 3D: The Filmest of Films,Box Office 3D: Il film dei film,2011,\N,90,1218.0,False,nm0339619,nm0352229
5622,tt10230404,Ghost Stories,Ghost Stories,2020,\N,144,4984.0,False,nm0440604,nm11170639
5622,tt10230404,Ghost Stories,Ghost Stories,2020,\N,144,4984.0,False,nm0015295,nm11170639
5622,tt10230404,Ghost Stories,Ghost Stories,2020,\N,144,4984.0,False,nm1962313,nm11170639
5622,tt10230404,Ghost Stories,Ghost Stories,2020,\N,144,4984.0,False,nm0424103,nm11170639
5763,tt1078940,Couples Retreat,,2009,\N,113,105658.0,False,nm0082526,nm1401416
5982,tt1160317,Death of a Ghost Hunter,,2007,\N,107,,False,nm1995338,nm1995338
6256,tt1293751,Casting By,Casting By,2012,\N,89,1541.0,True,nm0231999,\N
6744,tt1609168,Vinnaithaandi Varuvaayaa,Vinnaithaandi Varuvaayaa,2010,\N,157,5595.0,True,nm1069826,nm1069826
7006,tt1801071,Séé Yớú in Mớntévidéớ,,2014,\N,141,7017.0,True,nm0081449,nm0901286
7156,tt1935194,Overdrive,,\N,2017,93,14120.0,False,nm0624423,nm0351929
7264,tt2069100,The Third Half,Treto poluvreme,2012,\N,113,8254.0,True,nm0593986,nm2894392
7325,tt2120152,The Invisible War,,2012,\N,93,6851.0,True,nm0225269,nm0089926
5934,tt1139797,Let the Right One In,Låt den rätte komma in,\N,2008,114,211867.0,True,nm0019247,nm0512137
6153,tt1241329,The River Why,The River Why,2010,\N,101,3362.0,False,nm0505075,nm0651548
6320,tt1331025,The September Issue,The September Issue,2009,\N,90,7640.0,True,nm0191712,\N
6569,tt1496422,The Paperboy,,2012,\N,107,37169.0,False,nm0200005,nm0200005
5955,tt1151309,Bigger Stronger Faster*,,2008,\N,105,13404.0,True,nm0068106,nm1335463
6215,tt1277737,The Stoning of Soraya M.,,2008,\N,116,,True,nm0637493,nm3120590
7304,tt2104994,Steve Jobs: The Lost Interview,,2012,\N,70,1823.0,True,nm1337218,nm0187877
5605,tt1016241,Splintered,,2010,\N,85,1051.0,False,nm1122457,nm1122457
5642,tt1029231,Krrish 3,,2013,\N,152,22073.0,False,nm0004363,nm0073026
5665,tt1034320,Private Valentine: Blonde & Dangerous,,2008,\N,98,4171.0,False,nm0591171,nm0086194
5668,tt10350626,Gunjan Saxena: The Kargil Girl,Gunjan Saxena: The Kargil Girl,2020,\N,112,33982.0,False,nm5698755,nm5698755
5677,tt10413566,Tolo Tolo,Tolo Tolo,2020,\N,90,3154.0,False,nm2504581,nm2504581
5716,tt10569922,Búnty Áúr Bábli 2,,2021,\N,138,1390.0,False,nm4313283,nm0159147
5721,tt1058601,Buddenbrooks,Buddenbrooks,2008,\N,151,1496.0,False,nm0107048,nm0107048
5732,tt1065106,Pigs,Pigs,2007,\N,85,3473.0,False,nm0224188,nm0224188
5748,tt1072748,Winchester,,\N,2018,99,,False,nm1294961,nm1294961
5748,tt1072748,Winchester,,\N,2018,99,,False,nm1294962,nm1294961
5761,tt1078188,Bớy Á,,2007,\N,102,37258.0,True,nm1259871,nm2733540
5833,tt1105721,Chirutha,,2007,\N,117,1981.0,False,nm0700872,nm0700872
5871,tt1125188,Frayed,Frayed,2007,\N,111,1392.0,False,nm2809384,nm2803335
5871,tt1125188,Frayed,Frayed,2007,\N,111,1392.0,False,nm1761595,nm2803335
5872,tt1125254,Dragon Ball Z: Cooler's Revenge,,1991,\N,47,6940.0,True,nm0973260,nm8313008
5919,tt11376010,People Just Do Nothing: Big in Japan,People Just Do Nothing: Big in Japan,2021,\N,97,,True,nm2442354,nm5219035
5965,tt11529348,5Gang,5Gang: Un Altfel de Craciun,2019,\N,100,2696.0,False,nm4492031,nm4492031
5993,tt1163752,"It's Not Me, I Swear!",,2008,\N,110,2254.0,True,nm0265852,nm0265852
6011,tt1172963,Lemon Tree,Etz Limon,2008,\N,106,6493.0,True,nm0726954,nm1699780
6019,tt11755300,Golondaaj,Golondaaj,2021,\N,150,1409.0,True,nm9818807,nm5016551
6024,tt11771006,Birds of Paradise,Birds of Paradise,2021,\N,113,1630.0,False,nm2262138,nm11344004
6029,tt11792734,Leyla Everlasting,,\N,2020,112,7296.0,False,nm0015121,nm10457697
6059,tt1191138,Thớdá Pyáár Thớdá Mágic,Thoda Pyaar Thoda Magic,2008,\N,145,2501.0,False,nm0463316,nm1402184
6065,tt1194437,Rats and Cats,Rats and Cats,2007,\N,87,1582.0,False,nm1171300,nm1172116
6067,tt1194624,The Sniper,,2009,\N,90,2116.0,False,nm0482592,nm1210422
6070,tt11953628,Máská,,\N,2020,111,,False,nm4082640,nm3002771
6100,tt12154638,Just Say Yes,,2021,\N,97,1802.0,False,nm6337800,nm12460261
6100,tt12154638,Just Say Yes,,2021,\N,97,1802.0,False,nm0211110,nm12460261
6136,tt12358104,Two,Dos,2021,\N,70,1106.0,False,nm0850173,nm1557873
6147,tt12399056,Bloodthirsty,,2020,\N,84,1067.0,False,nm6485168,nm0384784
6159,tt1244093,Hisss,,2010,\N,98,1765.0,False,nm0528337,nm0528337
6160,tt1244666,Fish Story,Fisshu sutôrî,2009,\N,113,2990.0,True,nm1327703,nm2157655
6190,tt12642180,Ram Singh Charlie,Ram Singh Charlie,2020,\N,104,1458.0,True,nm2859182,nm3192510
6199,tt1268970,The Last Rites of Ransom Pride,,2010,\N,83,1006.0,False,nm1183164,nm1183164
6210,tt1275861,Under the Mountain,,2009,\N,90,,False,nm2204480,nm1088302
6229,tt1285016,The Social Network,The Social Network,2010,\N,120,662599.0,True,nm0000399,nm0815070
6233,tt1286129,The Goal of My Life,Ask Tutulmasi,2008,\N,99,2913.0,False,nm2320363,nm2321439
6243,tt1288637,Il cosmo sul comò,,2008,\N,100,2243.0,False,nm0149082,nm0316034
6305,tt1323044,Freeloaders,Freeloaders,2012,\N,77,1663.0,False,nm0741942,nm2998720
6322,tt1331307,Dread,,2009,\N,98,12211.0,False,nm1304669,nm0000850
6390,tt1369571,I Ám Féár,,2020,\N,87,1515.0,False,nm2035215,nm2035215
6429,tt1397492,Well Done Abba!,,2009,\N,144,1831.0,True,nm0070867,nm4007590
6431,tt1397514,Journey 2: The Mysterious Island,,2012,\N,94,99353.0,False,nm0679031,nm0653693
6444,tt1405810,Loose Cannons,Mine vaganti,2010,\N,110,12314.0,True,nm0654858,nm0182891
6496,tt1438216,Oranges and Sunshine,,2010,\N,105,5438.0,True,nm1425385,nm0613163
6526,tt1464174,"Big Mommas: Like Father, Like Son","Big Mommas: Like Father, Like Son",\N,2011,107,26743.0,False,nm0925870,nm0722610
6549,tt1484114,Reel Injun,Reel Injun,2009,\N,85,1444.0,True,nm2313220,nm3490227
6549,tt1484114,Reel Injun,Reel Injun,2009,\N,85,1444.0,True,nm0371067,nm3490227
6549,tt1484114,Reel Injun,Reel Injun,2009,\N,85,1444.0,True,nm3490227,nm3490227
6607,tt1523485,Kill Katie Malone,,2010,\N,88,1237.0,False,nm2806417,nm1310911
6631,tt1537401,Léáp Yéár,,2010,\N,94,2505.0,False,nm3669732,nm3669468
6640,tt15412176,"Next Stop, Christmas","Next Stop, Christmas",\N,2021,84,1235.0,True,nm1046566,nm1292366
6714,tt1589427,Ev,Ev,2010,\N,94,1040.0,False,nm3779904,nm3779904
6714,tt1589427,Ev,Ev,2010,\N,94,1040.0,False,nm1759824,nm3779904
6824,tt1663202,The Revenant,,\N,2015,156,,True,nm0327944,nm0327944
6843,tt1670345,Nớw Yớú Séé Mé,,\N,2013,115,627200.0,True,nm0504642,nm0945026
6852,tt1680019,Tilt,Tilt,2010,\N,94,3470.0,True,nm1426540,nm1379595
6860,tt1684548,Axe Giant: The Wrath of Paul Bunyan,,2013,\N,90,1202.0,False,nm0428109,nm0428109
6875,tt1699135,The Reunion,,\N,2011,90,2932.0,False,nm1029940,nm1735344
6886,tt1706620,Snowpiercer,Snowpiercer,2013,\N,126,344659.0,True,nm0094435,nm0094435
6888,tt1707392,Lovely Molly,Lovely Molly,2011,\N,100,9630.0,False,nm0844896,nm1912178
6929,tt1730687,Darling Companion,,2012,\N,103,3428.0,False,nm0001410,nm0440462
6934,tt1735839,Any Questions for Ben?,,2012,\N,114,1684.0,False,nm0803203,nm0322467
6952,tt1754656,The Little Prince,,2015,\N,108,,True,nm0651706,nm2130108
6964,tt1767382,Silent House,Silent House,2011,\N,86,22546.0,False,nm0490582,nm0490582
6964,tt1767382,Silent House,Silent House,2011,\N,86,22546.0,False,nm0448900,nm0490582
6967,tt1772872,Game,,2011,\N,135,2276.0,False,nm3218978,nm4904771
7005,tt1800372,Cool Kids Don't Cry,Achtste-groepers huilen niet,2012,\N,96,3368.0,True,nm0007071,nm0392288
7011,tt1806975,Never Open the Door,Never Open the Door,2014,\N,64,1669.0,False,nm1142903,nm3242865
7038,tt1825683,Black Panther,,2018,\N,134,690330.0,True,nm3363032,nm0498278
7085,tt1859438,Á Littlé Thing Cálléd Lớvé,Sing lek lek tee reak wa rak,2010,\N,118,5099.0,True,nm4399052,nm4399063
7085,tt1859438,Á Littlé Thing Cálléd Lớvé,Sing lek lek tee reak wa rak,2010,\N,118,5099.0,True,nm4399063,nm4399063
7134,tt1921149,Trásh,Trash,\N,2014,114,21336.0,True,nm1595836,nm1806027
7134,tt1921149,Trásh,Trash,\N,2014,114,21336.0,True,nm0197636,nm1806027
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1543846,nm4416364
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0079374,nm4416364
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1732946,nm4416364
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1104993,nm4416364
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm2639032,nm4416364
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1729104,nm4416364
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0305563,nm4416364
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0945369,nm4416364
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1164755,nm4416364
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1664036,nm4416364
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1417392,nm4416364
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm4416364,nm4416364
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1175724,nm4416364
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm3651642,nm4416364
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1296554,nm4416364
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0605186,nm4416364
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1488800,nm4416364
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1883583,nm4416364
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1802294,nm4416364
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0922115,nm4416364
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0750121,nm4416364
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1443023,nm4416364
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1306443,nm4416364
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0774143,nm4416364
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm0871188,nm4416364
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm3464186,nm4416364
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm3094978,nm4416364
7162,tt1937339,Súnny,,2011,\N,124,5597.0,True,nm3292009,nm3292009
7168,tt1946502,UglyDolls,,2019,\N,87,6554.0,False,nm0038432,nm1106214
7187,tt1971514,Salvo,Salvo,2013,\N,110,1236.0,False,nm0988803,nm0989305
7187,tt1971514,Salvo,Salvo,2013,\N,110,1236.0,False,nm0989305,nm0989305
7191,tt1979319,Rurouni Kenshin Part I: Origins,,2012,\N,134,24787.0,True,nm3311094,nm2789483
7210,tt1999192,Kevin Hart: Laugh at My Pain,,2011,\N,89,6024.0,True,nm1103162,nm3156655
7210,tt1999192,Kevin Hart: Laugh at My Pain,,2011,\N,89,6024.0,True,nm0806492,nm3156655
7214,tt2006721,Divorce Invitation,Divorce Invitation,2012,\N,110,1505.0,False,nm0007161,nm1032152
7254,tt2061822,Devil Seed,,2012,\N,108,2330.0,False,nm3419080,nm2326370
5701,tt1052040,Sévénth Mớớn,Seventh Moon,2008,\N,87,,False,nm0844896,nm1912178
5729,tt10644282,Shylock,Shylock,2020,\N,130,2222.0,False,nm6725309,nm8668771
5797,tt1092005,Golmaal Returns,Golmaal Returns,2008,\N,135,7643.0,False,nm1460159,nm2539894
5958,tt1151911,Cornered!,Cornered!,2009,\N,87,1288.0,False,nm2859393,nm2859030
6006,tt1170404,Mere Baap Pehle Aap,,\N,2008,163,2175.0,False,nm0698184,nm1437223
6088,tt1206326,"One Piece: Episode of Chopper Plus - Bloom in the Winter, Miracle Sakura",,2008,\N,113,,True,nm2293309,nm1520917
6095,tt1211837,Doctor Strange,Doctor Strange,2016,\N,115,658339.0,True,nm0220600,nm0498278
6281,tt1308729,Bullet to the Head,Bullet to the Head,2012,\N,92,49111.0,False,nm0001353,nm1989798
6289,tt1313139,The Oranges,,\N,2011,90,12849.0,False,nm0267497,nm0375043
6424,tt1395054,Once Upon a Time in Mumbaai,,\N,2010,134,17226.0,True,nm0527453,nm8075107
6432,tt1398426,Straight Outta Compton,Straight Outta Compton,2015,\N,147,191030.0,True,nm0336620,nm0767655
6545,tt14810692,Escape from Mogadishu,,2021,\N,121,,True,nm0753423,nm5225567
6563,tt1490759,Unresolved Sexual Tension,Tensión sexual no resuelta,2010,\N,93,1270.0,False,nm1532195,nm1533522
6601,tt1520498,The Oogieloves in the Big Balloon Adventure,,2012,\N,88,15292.0,False,nm0224683,nm2349218
6721,tt1594917,Age of the Dragons,Age of the Dragons,2011,\N,91,4404.0,False,nm0514662,nm1237224
6776,tt1629715,Miss Lovely,Miss Lovely,2012,\N,113,12578.0,True,nm1201747,nm1201747
7031,tt1821480,Káhááni,Kahaani,2012,\N,122,,True,nm1223910,nm1399188
7186,tt1969959,Box Office 3D: The Filmest of Films,Box Office 3D: Il film dei film,2011,\N,90,1218.0,False,nm0339619,nm0209918
5622,tt10230404,Ghost Stories,Ghost Stories,2020,\N,144,4984.0,False,nm0440604,nm10367764
5622,tt10230404,Ghost Stories,Ghost Stories,2020,\N,144,4984.0,False,nm0015295,nm10367764
5622,tt10230404,Ghost Stories,Ghost Stories,2020,\N,144,4984.0,False,nm1962313,nm10367764
5622,tt10230404,Ghost Stories,Ghost Stories,2020,\N,144,4984.0,False,nm0424103,nm10367764
5763,tt1078940,Couples Retreat,,2009,\N,113,105658.0,False,nm0082526,nm0000681
5982,tt1160317,Death of a Ghost Hunter,,2007,\N,107,,False,nm1995338,nm1986943
7006,tt1801071,Séé Yớú in Mớntévidéớ,,2014,\N,141,7017.0,True,nm0081449,nm0102492
7156,tt1935194,Overdrive,,\N,2017,93,14120.0,False,nm0624423,nm0104973
7264,tt2069100,The Third Half,Treto poluvreme,2012,\N,113,8254.0,True,nm0593986,nm0593986
7325,tt2120152,The Invisible War,,2012,\N,93,6851.0,True,nm0225269,nm0463039
6153,tt1241329,The River Why,The River Why,2010,\N,101,3362.0,False,nm0505075,nm1960679
6569,tt1496422,The Paperboy,,2012,\N,107,37169.0,False,nm0200005,nm0223320
5955,tt1151309,Bigger Stronger Faster*,,2008,\N,105,13404.0,True,nm0068106,nm0120645
6215,tt1277737,The Stoning of Soraya M.,,2008,\N,116,,True,nm0637493,nm0637493
5605,tt1016241,Splintered,,2010,\N,85,1051.0,False,nm1122457,nm2334610
5642,tt1029231,Krrish 3,,2013,\N,152,22073.0,False,nm0004363,nm1300956
5668,tt10350626,Gunjan Saxena: The Kargil Girl,Gunjan Saxena: The Kargil Girl,2020,\N,112,33982.0,False,nm5698755,nm6328030
5716,tt10569922,Búnty Áúr Bábli 2,,2021,\N,138,1390.0,False,nm4313283,nm4313283
5721,tt1058601,Buddenbrooks,Buddenbrooks,2008,\N,151,1496.0,False,nm0107048,nm0003407
5748,tt1072748,Winchester,,\N,2018,99,,False,nm1294961,nm1129343
5748,tt1072748,Winchester,,\N,2018,99,,False,nm1294962,nm1129343
5871,tt1125188,Frayed,Frayed,2007,\N,111,1392.0,False,nm2809384,nm1761595
5871,tt1125188,Frayed,Frayed,2007,\N,111,1392.0,False,nm1761595,nm1761595
5872,tt1125254,Dragon Ball Z: Cooler's Revenge,,1991,\N,47,6940.0,True,nm0973260,nm0468715
5919,tt11376010,People Just Do Nothing: Big in Japan,People Just Do Nothing: Big in Japan,2021,\N,97,,True,nm2442354,nm5219130
5965,tt11529348,5Gang,5Gang: Un Altfel de Craciun,2019,\N,100,2696.0,False,nm4492031,nm6610100
6019,tt11755300,Golondaaj,Golondaaj,2021,\N,150,1409.0,True,nm9818807,nm9818807
6029,tt11792734,Leyla Everlasting,,\N,2020,112,7296.0,False,nm0015121,nm11353516
6100,tt12154638,Just Say Yes,,2021,\N,97,1802.0,False,nm6337800,nm6722376
6100,tt12154638,Just Say Yes,,2021,\N,97,1802.0,False,nm0211110,nm6722376
6136,tt12358104,Two,Dos,2021,\N,70,1106.0,False,nm0850173,nm0596668
6190,tt12642180,Ram Singh Charlie,Ram Singh Charlie,2020,\N,104,1458.0,True,nm2859182,nm7705314
6210,tt1275861,Under the Mountain,,2009,\N,90,,False,nm2204480,nm1088298
6243,tt1288637,Il cosmo sul comò,,2008,\N,100,2243.0,False,nm0149082,nm0149082
6429,tt1397492,Well Done Abba!,,2009,\N,144,1831.0,True,nm0070867,nm1791661
6431,tt1397514,Journey 2: The Mysterious Island,,2012,\N,94,99353.0,False,nm0679031,nm0348208
6526,tt1464174,"Big Mommas: Like Father, Like Son","Big Mommas: Like Father, Like Son",\N,2011,107,26743.0,False,nm0925870,nm3821363
6549,tt1484114,Reel Injun,Reel Injun,2009,\N,85,1444.0,True,nm2313220,nm2313220
6549,tt1484114,Reel Injun,Reel Injun,2009,\N,85,1444.0,True,nm0371067,nm2313220
6549,tt1484114,Reel Injun,Reel Injun,2009,\N,85,1444.0,True,nm3490227,nm2313220
6640,tt15412176,"Next Stop, Christmas","Next Stop, Christmas",\N,2021,84,1235.0,True,nm1046566,nm8157003
6714,tt1589427,Ev,Ev,2010,\N,94,1040.0,False,nm3779904,nm2523075
6714,tt1589427,Ev,Ev,2010,\N,94,1040.0,False,nm1759824,nm2523075
6824,tt1663202,The Revenant,,\N,2015,156,,True,nm0327944,nm1872664
6843,tt1670345,Nớw Yớú Séé Mé,,\N,2013,115,627200.0,True,nm0504642,nm0004412
6860,tt1684548,Axe Giant: The Wrath of Paul Bunyan,,2013,\N,90,1202.0,False,nm0428109,nm0588577
6886,tt1706620,Snowpiercer,Snowpiercer,2013,\N,126,344659.0,True,nm0094435,nm2440893
6934,tt1735839,Any Questions for Ben?,,2012,\N,114,1684.0,False,nm0803203,nm0162274
6952,tt1754656,The Little Prince,,2015,\N,108,,True,nm0651706,nm0109267
6964,tt1767382,Silent House,Silent House,2011,\N,86,22546.0,False,nm0490582,nm3889354
6964,tt1767382,Silent House,Silent House,2011,\N,86,22546.0,False,nm0448900,nm3889354
7038,tt1825683,Black Panther,,2018,\N,134,690330.0,True,nm3363032,nm1963288
7085,tt1859438,Á Littlé Thing Cálléd Lớvé,Sing lek lek tee reak wa rak,2010,\N,118,5099.0,True,nm4399052,nm5036698
7085,tt1859438,Á Littlé Thing Cálléd Lớvé,Sing lek lek tee reak wa rak,2010,\N,118,5099.0,True,nm4399063,nm5036698
7134,tt1921149,Trásh,Trash,\N,2014,114,21336.0,True,nm1595836,nm4443217
7134,tt1921149,Trásh,Trash,\N,2014,114,21336.0,True,nm0197636,nm4443217
7158,tt1935896,Thé ÁBCs ớf Déáth,The ABCs of Death,2012,\N,129,18875.0,False,nm1543846,nm3094978
