column0,tconst,primaryTitle,startYear,runtimeMinutes,numVotes,label,director_id,writer_id,movie_age,log_numVotes,runtime_category
7179,tt1959490,Noah,2014.0,138,250149.0,False,,,11.0,12.429816016916352,very long
7389,tt2191721,Jodi Breakers,2012.0,127,,False,,,13.0,,very long
7416,tt2215151,Inequality for All,2013.0,89,6793.0,True,,,12.0,8.82379514872053,medium
7631,tt2415372,"Inner Worlds, Outer Worlds",2012.0,122,1994.0,True,,,13.0,7.598399329323964,very long
7989,tt3175438,Asmodexia,2014.0,81,1201.0,False,,,11.0,7.091742115095153,medium
8066,tt3328720,Playing Doctor,2014.0,95,1371.0,False,,,11.0,7.22402480828583,long
8090,tt3398048,Tevar,2015.0,157,3134.0,False,,,10.0,8.050384453067021,very long
8177,tt3546114,Anatomy of a Love Seen,2014.0,80,2545.0,False,,,11.0,7.842278779117352,medium
8725,tt4876952,Ripped,2017.0,97,1805.0,False,,,8.0,7.498869733976931,long
8738,tt4901306,Perfect Strangers,2016.0,96,61701.0,True,,,9.0,11.030071624278987,long
8965,tt5523174,Picháikkárán,2016.0,130,1935.0,True,,,9.0,7.568379267836522,very long
9153,tt5990474,Columbus,2017.0,104,16192.0,True,,,8.0,9.692334329073471,long
9410,tt6937368,The Lift Boy,2019.0,107,2569.0,True,,,6.0,7.851661177889265,long
9769,tt8449154,The Family Tree,2020.0,131,3802.0,False,,,5.0,8.24354550792826,very long
9800,tt8663516,Child's Play,2019.0,90,49471.0,False,,,6.0,10.809162131947094,medium
9946,tt9472532,The Intergalactic Adventures of Max Cloud,2020.0,88,4927.0,False,,,5.0,8.502688505213357,medium
9988,tt9812258,G-Loc,2020.0,92,1599.0,False,,,5.0,7.3777589082278725,long
368,tt0037059,Meet Me in St. Louis,1944.0,113,22805.0,True,,,81.0,10.034778938217304,long
398,tt0038238,Johnny in the Clouds,1945.0,109,1485.0,True,,,80.0,7.303843225277705,long
576,tt0045251,Othello,1951.0,90,8369.0,True,,,74.0,9.032409163483521,medium
765,tt0052131,The Return of Dracula,1958.0,77,1319.0,False,,,67.0,7.1853870155804165,medium
1007,tt0057967,The Sucker,1965.0,111,6792.0,True,,,60.0,8.823647949191303,long
1575,tt0073650,"Salò, or the 120 Days of Sodom",1975.0,117,57734.0,False,,,50.0,10.963618854385956,long
1583,tt0074187,The Battle of Chile: Part II,1976.0,88,1064.0,True,,,49.0,6.970730078143525,medium
1684,tt0076749,Maladolescenza,1977.0,94,1990.0,False,,,48.0,7.596392304064196,long
1741,tt0078740,Thé Cớncớrdé... Áirpớrt '79,1979.0,113,6124.0,False,,,46.0,8.720134035412928,long
2020,tt0085995,National Lampoon's Vacation,1983.0,98,103590.0,True,,,42.0,11.548205732447006,long
2023,tt0086013,Nightbeast,1982.0,80,1687.0,False,,,43.0,7.431299675155903,medium
2194,tt0090152,That's Dancing!,1985.0,105,1048.0,True,,,40.0,6.955592608396297,long
2344,tt0093596,Nadine,1987.0,83,4000.0,False,,,38.0,8.294299608857235,medium
2574,tt0099654,Ghost Dad,1990.0,83,7866.0,False,,,35.0,8.970432074329242,medium
2617,tt0100747,Auntie Danielle,1990.0,112,3475.0,True,,,35.0,8.153637486385282,long
2776,tt0105719,The Vagrant,1992.0,91,1559.0,False,,,33.0,7.352441100243583,long
2866,tt0108311,The Temp,1993.0,96,3239.0,False,,,32.0,8.083328608786376,long
2964,tt0110877,Thé Pớstmán,1994.0,108,35429.0,True,,,31.0,10.475314197859518,long
3031,tt0113403,A Midwinter's Tale,1995.0,99,2540.0,True,,,30.0,7.840312983320164,long
3116,tt0115738,Bớx ớf Mớớnlight,1996.0,112,5578.0,True,,,29.0,8.626764827845529,long
3125,tt0115940,A Summer's Tale,1996.0,113,7522.0,True,,,29.0,8.925720273560222,long
3176,tt0117039,Michael Collins,1996.0,133,30861.0,True,,,29.0,10.33728093263115,very long
3208,tt0117768,The Stupids,1996.0,94,,False,,,29.0,,long
3232,tt0118663,B*Á*P*S,1997.0,91,5327.0,False,,,28.0,8.580731212220226,long
3271,tt0119250,Firéwớrks,1997.0,103,29586.0,True,,,28.0,10.295090354651144,long
3312,tt0120088,Wicked,1998.0,88,3014.0,False,,,27.0,8.011355109161286,medium
3456,tt0138681,Thé Ớppớrtúnists,2000.0,90,1186.0,False,,,25.0,7.079184394609668,medium
3488,tt0143907,Country of the Deaf,1998.0,105,1393.0,True,,,27.0,7.2399325913204695,long
3501,tt0145653,Ángélá's Áshés,1999.0,145,21483.0,True,,,26.0,9.97506375102535,very long
3862,tt0240641,"Just, Melvin: Just Evil",2000.0,96,1643.0,True,,,25.0,7.404887575616125,long
3949,tt0253970,Yüz Numarali Adam,1978.0,79,5489.0,True,,,47.0,8.610683534503575,medium
4215,tt0307076,Lovers & Leavers,2002.0,117,1710.0,False,,,23.0,7.444833273892193,long
4547,tt0376990,"Die Wilden Kerle: Alles ist gut, solange du wild bist!",2003.0,94,,False,,,22.0,,long
4922,tt0444849,Karam,2005.0,117,,False,,,20.0,,long
5035,tt0467167,Beneath,2007.0,82,4237.0,False,,,18.0,8.351846738828245,medium
5358,tt0828103,Taking Chances,2009.0,99,1384.0,False,,,16.0,7.233455418621439,long
5428,tt0880440,L'auberge rouge,2007.0,95,1286.0,False,,,18.0,7.160069207596127,long
5680,tt10441806,The Way We Are,2020.0,121,5154.0,False,,,5.0,8.54772239645106,very long
5820,tt1100051,Bereavement,2010.0,109,,False,,,15.0,,long
5841,tt1109477,The Human Contract,2008.0,103,2170.0,False,,,17.0,7.682943169878292,long
5895,tt11312700,Práthi Pớớvánkớzhi,2019.0,102,1431.0,True,,,6.0,7.266827347520591,long
6113,tt1224376,Tobruk,2008.0,102,1088.0,False,,,17.0,6.9930151229329605,long
6271,tt1305806,The Secret in Their Eyes,2009.0,129,202723.0,True,,,16.0,12.219600727009865,very long
6485,tt14315566,Bartkowiak,2021.0,91,1010.0,False,,,4.0,6.918695219020472,long
6629,tt1536044,Páránớrmál Áctivity 2,2010.0,91,102002.0,False,,,15.0,11.532757503598596,long
6770,tt16235128,Gớvindá Gớvindá,2021.0,139,1011.0,True,,,4.0,6.919683849847411,very long
6839,tt1668191,Hunting Season,2010.0,140,33521.0,True,,,15.0,10.419957218687204,very long
6853,tt1680089,Women Vs Men,2011.0,98,1604.0,False,,,14.0,7.380879035564116,long
7101,tt1870527,Remains,2011.0,88,2282.0,False,,,14.0,7.733245646529795,medium
7182,tt1965162,Boys of Abu Ghraib,2014.0,102,2212.0,False,,,11.0,7.70210434005105,long
7183,tt1965308,Interreflections,2020.0,165,,True,,,5.0,,very long
7586,tt2380307,Coco,2017.0,105,445022.0,True,,,8.0,13.005881245205991,long
7691,tt2511190,A Talking Cat!?!,2013.0,85,1491.0,False,,,12.0,7.307872780763706,medium
8235,tt3665486,Los Scandalous - Skid Row,2014.0,100,1374.0,True,,,11.0,7.226209010100671,long
8265,tt3717532,Thé Lást: Nárútớ thé Mớvié,2014.0,112,13654.0,True,,,11.0,9.521861033907806,long
8266,tt3717804,England Is Mine,2017.0,94,3456.0,False,,,8.0,8.148156439921625,long
8502,tt4255196,Before the Fire,2020.0,90,1422.0,False,,,5.0,7.260522598089852,medium
8532,tt4327752,Lády Blớớdfight,2016.0,100,2783.0,False,,,9.0,7.931644021454311,long
9033,tt5690360,Sléndér Mán,2018.0,93,,False,,,7.0,,long
9062,tt5740866,Whitnéy,2018.0,120,,True,,,7.0,,long
9123,tt5906392,Thondi Muthalum Driksakshiyum,2017.0,135,5965.0,True,,,8.0,8.693831965074693,very long
9253,tt6318954,Agramon's Gate,2019.0,110,2464.0,False,,,6.0,7.80994708647679,long
9431,tt7050946,American Traitor: The Trial of Axis Sally,2021.0,109,,False,,,4.0,,long
9456,tt7188978,Liféchángér,2018.0,84,2360.0,False,,,7.0,7.766840537085513,medium
9662,tt8011328,Seema Raja,2018.0,158,1702.0,False,,,7.0,7.440146680662688,very long
9833,tt8857666,Diablo. The race for everything,2019.0,106,1079.0,False,,,6.0,6.984716320118266,long
45,tt0017048,A Page of Madness,1926.0,70,3357.0,True,,,99.0,8.119100837637486,medium
245,tt0031867,The Roaring Twenties,1939.0,106,13611.0,True,,,86.0,9.518707035620796,long
288,tt0033677,The Great Lie,1941.0,108,3811.0,True,,,84.0,8.245909264774093,long
344,tt0036098,Lassie Come Home,1943.0,89,5312.0,True,,,82.0,8.577911926450943,medium
402,tt0038559,Gilda,1946.0,110,31218.0,True,,,79.0,10.348782162806907,long
599,tt0046183,Pétér Pán,1953.0,77,133598.0,True,,,72.0,11.80259805502673,medium
607,tt0046672,"20,000 Leagues Under the Sea",1954.0,127,32615.0,True,,,71.0,10.392558244499089,very long
963,tt0056825,America America,1963.0,174,5338.0,True,,,62.0,8.582793648500186,very long
1321,tt0066546,Why Dớés Hérr R. Rún Ámớk?,1970.0,88,2532.0,True,,,55.0,7.837159650001675,medium
1328,tt0066758,Amar Prem,1972.0,143,1676.0,True,,,53.0,7.424761761823209,very long
1669,tt0076276,Who's Singin' Over There?,1980.0,86,14982.0,True,,,45.0,9.614671504043145,medium
1860,tt0082432,Gallipoli,1981.0,110,38701.0,True,,,44.0,10.563646557269093,long
1992,tt0085370,Entre Nous,1983.0,110,1823.0,True,,,42.0,7.508787170634276,long
2073,tt0086981,Blớớdbáth át thé Hớúsé ớf Déáth,1984.0,92,1721.0,False,,,41.0,7.451241684987676,long
2149,tt0089066,Detective,1985.0,95,1930.0,False,,,40.0,7.565793282428515,long
2464,tt0096329,Ubit drakona,1988.0,123,1595.0,True,,,37.0,7.3752557780097545,very long
2785,tt0106257,American Ninja 5,1993.0,102,,False,,,32.0,,long
2854,tt0108137,Thé Silvér Brúmby,1993.0,93,1105.0,False,,,32.0,7.00850518208228,long
2880,tt0109000,00 Schnéidér - Jágd áúf Nihil Báxtér,1994.0,90,2583.0,True,,,31.0,7.857093864902493,medium
3008,tt0112619,Midaq Alley,1995.0,140,3074.0,True,,,30.0,8.031060180240619,very long
3025,tt0113074,Fist of the North Star,1995.0,103,3286.0,False,,,30.0,8.097730573664219,long
3186,tt0117283,The Pallbearer,1996.0,98,10269.0,False,,,29.0,9.236982302922604,long
3290,tt0119561,The Long Way Home,1997.0,120,1141.0,True,,,28.0,7.040536390215956,long
3313,tt0120090,Sécréts ớf thé Héárt,1997.0,105,1828.0,True,,,28.0,7.511524648390866,long
3595,tt0167825,Chicken Park,1994.0,98,1320.0,False,,,31.0,7.186144304522325,long
3702,tt0192255,The Little Vampire,2000.0,95,10313.0,False,,,25.0,9.241257474610904,long
3757,tt0208196,Happy Accidents,2000.0,110,9774.0,True,,,25.0,9.187583384853566,long
4498,tt0368975,Sleepover,2004.0,89,16367.0,False,,,21.0,9.703083488191409,medium
4714,tt0407038,Púckéd,2006.0,83,1140.0,False,,,19.0,7.039660349862076,medium
4885,tt0436613,Múrdérbáll,2005.0,88,10121.0,True,,,20.0,9.222466551774023,medium
5053,tt0472043,Ápớcályptớ,2006.0,139,302286.0,True,,,19.0,12.619132176204097,very long
5777,tt10867504,Fán,2019.0,145,1118.0,True,,,6.0,7.020190708311925,very long
5926,tt11389868,Márvélớús ánd thé Bláck Hớlé,2021.0,81,1484.0,True,,,4.0,7.3031700512368,medium
5929,tt11394180,Dick Johnson Is Dead,2020.0,89,5925.0,True,,,5.0,8.68710472813351,medium
5997,tt11656172,Hard Kill,2020.0,98,19417.0,False,,,5.0,9.87395574993009,long
6168,tt12492650,Ék,2019.0,129,4895.0,True,,,6.0,8.496173824192162,very long
6331,tt1337117,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film",2009.0,96,,True,,,16.0,,long
6333,tt13381376,Wélcớmé Hớmé,2020.0,126,2832.0,True,,,5.0,7.949091499830517,very long
6467,tt1422674,Ju-on: Black Ghost,2009.0,60,,False,,,16.0,,short
6510,tt1450321,Filth,2013.0,97,106120.0,True,,,12.0,11.572335231501661,long
6709,tt1586753,The Incite Mill,2010.0,107,1242.0,False,,,15.0,7.1252830915107115,long
6733,tt1602572,Echoes of the Rainbow,2010.0,117,1940.0,True,,,15.0,7.57095858316901,long
6903,tt1715853,The Colors of the Mountain,2010.0,90,1568.0,True,,,15.0,7.358193752733032,medium
6953,tt1754811,InAPPropriate Comedy,2013.0,83,4491.0,False,,,12.0,8.410053315858335,medium
7269,tt2072029,7 Nights of Darkness,2011.0,90,1114.0,False,,,14.0,7.016609683894219,medium
7292,tt2085752,Autumn Blood,2013.0,100,1796.0,False,,,12.0,7.493873886783559,long
7318,tt2113681,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,2013.0,114,39762.0,True,,,12.0,10.590692110640395,long
7469,tt2275743,"Berlin, I Love You",2019.0,120,3035.0,False,,,6.0,8.01829613851552,long
7625,tt2406676,Ek Thi Daayan,2013.0,135,4148.0,False,,,12.0,8.330622620332868,very long
7943,tt3089778,The Treatment,2014.0,131,8785.0,True,,,11.0,9.080914824535725,very long
8035,tt3268668,Captive,2015.0,97,6748.0,False,,,10.0,8.817149624743406,long
8637,tt4613254,Heartstone,2016.0,129,5113.0,True,,,9.0,8.539737155851132,very long
8798,tt5068650,The Dark Tapes,2016.0,98,3233.0,False,,,9.0,8.081475040137052,long
8814,tt5098836,I Believe in Miracles,2015.0,104,1568.0,True,,,10.0,7.358193752733032,long
8882,tt5275128,Destination: Dewsbury,2018.0,86,1247.0,False,,,7.0,7.129297548929373,medium
8900,tt5296086,Revelator,2017.0,109,,False,,,8.0,,long
9078,tt5790492,It's for Your Own Good,2017.0,93,,False,,,8.0,,long
9274,tt6365796,The Grizzlies,2018.0,102,1826.0,True,,,7.0,7.510430556378006,long
9366,tt6747818,Room for Rent,2019.0,81,4745.0,False,,,6.0,8.465057436995709,medium
9493,tt7310440,A Serial Killer's Guide to Life,2019.0,81,1271.0,False,,,6.0,7.148345743900068,medium
9666,tt8032912,Parwaaz Hai Junoon,2018.0,130,1558.0,True,,,7.0,7.351799869057777,very long
9867,tt9026184,Girl on the Third Floor,2019.0,93,,False,,,6.0,,long
108,tt0023634,"I Wás Bớrn, Bút...",1932.0,100,5332.0,True,,,93.0,8.581669210600602,long
282,tt0033317,Adventures of Captain Marvel,1941.0,216,1268.0,True,,,84.0,7.1459844677143876,epic
291,tt0033723,Hold That Ghost,1941.0,86,3699.0,True,,,84.0,8.216088098632316,medium
411,tt0038824,Panique,1946.0,99,1874.0,True,,,79.0,7.536363938404511,long
497,tt0041841,Sands of Iwo Jima,1949.0,100,10204.0,True,,,76.0,9.230633075243945,long
773,tt0052289,The Thing That Couldn't Die,1958.0,69,1720.0,False,,,67.0,7.450660796211539,medium
799,tt0052961,Kapo,1960.0,117,2232.0,True,,,65.0,7.711101251840158,long
802,tt0052997,The League of Gentlemen,1960.0,116,4394.0,True,,,65.0,8.388222810119277,long
1061,tt0059377,Lady L,1965.0,117,1104.0,False,,,60.0,7.007600613951853,long
1101,tt0060545,I Knew Her Well,1965.0,115,2475.0,True,,,60.0,7.814399633804487,long
1215,tt0063371,A Report on the Party and Guests,1966.0,71,1540.0,True,,,59.0,7.340186835320115,medium
1248,tt0064356,The Cow,1969.0,104,6921.0,True,,,56.0,8.84246002419529,long
1340,tt0066919,Lulu the Tool,1971.0,125,3247.0,True,,,54.0,8.085794701281568,very long
1344,tt0066982,Demons of the Mind,1972.0,89,1530.0,False,,,53.0,7.333676395657684,medium
1543,tt0072869,The Devil's Rain,1975.0,86,4036.0,False,,,50.0,8.30325712085294,medium
1586,tt0074252,"Ugly, Dirty and Bad",1976.0,115,8222.0,True,,,49.0,9.014690384970896,long
1734,tt0078418,Trishul,1978.0,167,2202.0,True,,,47.0,7.697575346802343,very long
1822,tt0081250,The Night of the Hunted,1980.0,87,1608.0,False,,,45.0,7.3833681469923835,medium
1908,tt0083296,Visiting Hours,1982.0,105,4095.0,False,,,43.0,8.317766166719343,long
2160,tt0089371,Mr. Vampire,1985.0,96,3835.0,True,,,40.0,8.252185436003328,long
2181,tt0089800,The Feather Fairy,1985.0,90,1153.0,True,,,40.0,7.050989447068045,medium
2293,tt0092695,The Brave Little Toaster,1987.0,90,24998.0,True,,,38.0,10.126591103050316,medium
2357,tt0093966,The Sicilian,1987.0,115,4931.0,False,,,38.0,8.503499864284235,long
2434,tt0095665,Mr. North,1988.0,93,1442.0,False,,,37.0,7.274479558773871,long
2608,tt0100470,Journey of Hope,1990.0,105,2039.0,True,,,35.0,7.620705086838262,long
2860,tt0108194,Sose halunk meg,1993.0,95,1783.0,True,,,32.0,7.486613313139955,long
3117,tt0115742,Boys,1996.0,86,3644.0,False,,,29.0,8.201111644442758,medium
3121,tt0115794,Bámbola,1996.0,92,,False,,,29.0,,long
4004,tt0265087,Black Knight,2001.0,95,39788.0,False,,,24.0,10.591345771162462,long
4174,tt0298954,Crying... Silicon Tears,2001.0,110,2765.0,True,,,24.0,7.925157512224703,long
4231,tt0309291,Blue Spring,2001.0,83,3551.0,True,,,24.0,8.17526610411206,medium
4278,tt0319061,Big Fish,2003.0,125,429870.0,True,,,22.0,12.971240442660743,very long
4457,tt0362942,Post Impact,2004.0,90,2198.0,False,,,21.0,7.695757990554761,medium
5163,tt0490377,De brief voor de koning,2008.0,110,1396.0,False,,,17.0,7.242082359256962,long
5435,tt0887719,Blonde Ambition,2007.0,93,5879.0,False,,,18.0,8.679312040892672,long
5650,tt10322274,Schumacher,2021.0,112,18512.0,True,,,4.0,9.826228466989177,long
6297,tt1318514,Rise of the Planet of the Apes,2011.0,105,511818.0,True,,,14.0,13.145726325895266,long
6498,tt1438461,The Founding of a Republic,2009.0,138,3558.0,False,,,16.0,8.177234885510194,very long
6636,tt1540005,Cloned: The Recreator Chronicles,2012.0,90,1617.0,False,,,13.0,7.388946097618437,medium
6696,tt1579232,Freerunner,2011.0,87,5212.0,False,,,14.0,8.558910784768106,medium
6743,tt1608776,Kurt Josef Wagle og legenden om Fjordheksa,2010.0,82,1135.0,False,,,15.0,7.035268599281097,medium
6753,tt1613092,Háppy,2012.0,76,,True,,,13.0,,medium
6828,tt1663673,16-Love,2012.0,88,1619.0,False,,,13.0,7.3901814282264295,medium
7148,tt1931551,The 25th Reich,2012.0,85,,False,,,13.0,,medium
7227,tt2024544,12 Years a Slave,2013.0,134,670939.0,True,,,12.0,13.416434993177779,very long
7382,tt2187115,Child's Pose,2013.0,112,8288.0,True,,,12.0,9.022684613591526,long
7441,tt2240312,Hold Your Breath,2012.0,87,1949.0,False,,,13.0,7.575584651557793,medium
7529,tt2328549,Dark Touch,2013.0,90,,False,,,12.0,,medium
7635,tt2417560,Filmistaan,2012.0,117,3464.0,True,,,13.0,8.150467911624004,long
7730,tt2582782,Héll ớr High Wátér,2016.0,102,217243.0,True,,,9.0,12.288776424794587,long
7914,tt3033080,Extinction,2014.0,103,,False,,,11.0,,long
8257,tt3700454,Áll Inclúsivé,2014.0,90,1051.0,False,,,11.0,6.9584483932976555,medium
8416,tt4062524,Sábit Káncá 2,2014.0,94,1173.0,False,,,11.0,7.068172000388042,long
8425,tt4075322,Savva. Serdtse voina,2015.0,85,1013.0,False,,,10.0,6.921658184151129,medium
8481,tt4190530,Anthropoid,2016.0,120,,True,,,9.0,,long
8530,tt4323504,Jazbaa,2015.0,119,3461.0,False,,,10.0,8.149601735736155,long
8791,tt5050200,Beyond Valkyrie: Dawn of the 4th Reich,2016.0,100,1088.0,False,,,9.0,6.9930151229329605,long
8835,tt5159414,Escape Room,2017.0,81,11703.0,False,,,8.0,9.36768594269996,medium
8845,tt5173166,Vier gegen die Bank,2016.0,96,2985.0,False,,,9.0,8.001689978099135,long
8879,tt5267472,Step Sisters,2018.0,108,,False,,,7.0,,long
8981,tt5565670,Ardaas,2016.0,135,1458.0,True,,,9.0,7.285506548522785,very long
9147,tt5982852,Jolly LLB 2,2017.0,137,,True,,,8.0,,very long
9233,tt6258486,Ekkadiki Pothavu Chinnavada,2016.0,140,1387.0,True,,,9.0,7.23561914106675,very long
9249,tt6294892,Awakening the Zodiac,2017.0,100,2048.0,False,,,8.0,7.6251071482389,long
9400,tt6864864,Bobby Robson: More Than a Manager,2018.0,104,2978.0,True,,,7.0,7.999342952713282,long
9706,tt8178486,Earthquake Bird,2019.0,107,13895.0,False,,,6.0,9.53935630792094,long
9813,tt8743064,See You Yesterday,2019.0,84,10398.0,False,,,6.0,9.249464926660233,medium
9961,tt9610262,Chaal Jeevi Laiye,2019.0,137,1042.0,True,,,6.0,6.949856455000773,very long
9982,tt9742392,Kindred,2020.0,101,1719.0,False,,,5.0,7.450079569807499,long
7,tt0011841,Way Down East,1920.0,145,5376.0,True,,,105.0,8.589885876809678,very long
394,tt0038057,Scarlet Street,1945.0,102,15930.0,True,,,80.0,9.676022175572895,long
400,tt0038355,The Big Sleep,1946.0,114,83357.0,True,,,79.0,11.330899864376917,long
646,tt0048342,The Man from Laramie,1955.0,103,10440.0,True,,,70.0,9.25349564229011,long
706,tt0050105,An Affair to Remember,1957.0,115,29423.0,True,,,68.0,10.289565946844103,long
740,tt0051337,Thé 7th Vớyágé ớf Sinbád,1958.0,88,12888.0,True,,,67.0,9.46412951340478,medium
789,tt0052735,The Devil's Disciple,1959.0,83,2382.0,True,,,66.0,7.776115477098742,medium
1166,tt0061994,Plucked,1968.0,86,1400.0,False,,,57.0,7.244941546337007,medium
1191,tt0062765,Búllitt,1968.0,114,66228.0,True,,,57.0,11.100873712467255,long
1316,tt0066498,The Ear,1990.0,94,2763.0,True,,,35.0,7.92443418488756,long
1425,tt0068918,Manson,1973.0,83,1003.0,True,,,52.0,6.911747300251674,medium
1439,tt0069289,Snoopy Come Home,1972.0,81,4537.0,True,,,53.0,8.420241665339788,medium
1523,tt0071853,Monty Python and the Holy Grail,1975.0,91,522043.0,True,,,50.0,13.165507154500213,long
1723,tt0077904,The Manitou,1978.0,104,2804.0,False,,,47.0,7.9391588179567965,long
1891,tt0082958,The Pursuit of D.B. Cooper,1981.0,100,1174.0,False,,,44.0,7.069023426578259,long
1899,tt0083190,Thief,1981.0,123,,True,,,44.0,,very long
2028,tt0086102,Phar Lap,1983.0,107,1733.0,True,,,42.0,7.458186157340487,long
2268,tt0091990,Sorority House Massacre,1986.0,74,3217.0,False,,,39.0,8.076515327552329,medium
2537,tt0098319,Shirley Valentine,1989.0,108,7768.0,True,,,36.0,8.95789673495042,long
2753,tt0105089,The Panama Deception,1992.0,91,1078.0,True,,,33.0,6.983789965258135,long
2847,tt0107894,Psycho Cop Returns,1993.0,80,2590.0,False,,,32.0,7.85979918056211,medium
2939,tt0110255,Kickboxer 4: The Aggressor,1994.0,90,3420.0,False,,,31.0,8.137688184977605,medium
3519,tt0154183,First Rank,1990.0,150,,False,,,35.0,,very long
3749,tt0205461,Thomas and the Magic Railroad,2000.0,85,4218.0,False,,,25.0,8.347353412124338,medium
3759,tt0209144,Méméntớ,2000.0,113,1180579.0,True,,,25.0,13.981516401106525,long
3835,tt0234652,Sanctimony,2000.0,87,1586.0,False,,,25.0,7.369600720526409,medium
4108,tt0283885,Anja & Viktor,2001.0,90,1381.0,False,,,24.0,7.231287004327616,medium
4212,tt0306841,Thé Lizzié McGúiré Mớvié,2003.0,94,,False,,,22.0,,long
4337,tt0333701,Cheese and Jam,2003.0,92,,True,,,22.0,,long
4350,tt0337721,The Snow Walker,2003.0,103,10448.0,True,,,22.0,9.254261559034111,long
4435,tt0359013,Blade: Trinity,2004.0,113,172067.0,False,,,21.0,12.05564502650304,long
4580,tt0381681,Béfớré Súnsét,2004.0,80,250751.0,True,,,21.0,12.432219681864158,medium
4700,tt0403016,Súpércrớss,2005.0,80,4656.0,False,,,20.0,8.446126742982377,medium
5181,tt0494199,5ive Girls,2006.0,95,3470.0,False,,,19.0,8.152198015861787,long
5510,tt0951335,The New Daughter,2009.0,108,14964.0,False,,,16.0,9.6134694202868,long
5794,tt1091863,With Great Power: The Stan Lee Story,2010.0,80,1035.0,True,,,15.0,6.943122422819428,medium
5957,tt11515380,3rd Class,2020.0,130,1598.0,True,,,5.0,7.377133712833954,very long
6162,tt12459520,The Claus Family,2020.0,96,1492.0,False,,,5.0,7.30854279753919,long
6457,tt1415290,Son of Babylon,2009.0,100,1402.0,True,,,16.0,7.246368080102461,long
6817,tt1658797,Anuvahood,2011.0,88,5026.0,False,,,14.0,8.522578663692576,medium
6838,tt1667354,Thé Páintéd Bird,2019.0,169,5468.0,True,,,6.0,8.606851063346772,very long
7218,tt2008006,A Simple Life,2011.0,118,5675.0,True,,,14.0,8.644002038279933,long
7415,tt2214941,Daddy's Little Girl,2014.0,107,,False,,,11.0,,long
7512,tt2315226,The Great Passage,2013.0,134,2504.0,True,,,12.0,7.826044013518965,very long
7825,tt2836252,Fiston,2014.0,88,1318.0,False,,,11.0,7.1846291527173145,medium
7872,tt2935390,The Snare,2017.0,90,4409.0,False,,,8.0,8.391629968440892,medium
7926,tt3042926,Atharintiki Daaredi,2013.0,170,8895.0,True,,,12.0,9.093357016490364,very long
7938,tt3078242,Miss Violence,2013.0,98,8113.0,True,,,12.0,9.001346243766392,long
8008,tt3203616,The Cobbler,2014.0,99,54757.0,False,,,11.0,10.910678755725908,long
8203,tt3581652,West Side Story,2021.0,156,,True,,,4.0,,very long
8268,tt3720634,3 AM: A Paranormal Experience,2014.0,103,1028.0,False,,,11.0,6.9363427358340495,long
8315,tt3816458,Dead Rising: Watchtower,2015.0,118,8896.0,False,,,10.0,9.093469420244768,long
8431,tt4080728,A Man Called Ove,2015.0,116,51643.0,True,,,10.0,10.852129301294609,long
8460,tt4149732,Crush the Skull,2015.0,83,1764.0,False,,,10.0,7.475905969367397,medium
8962,tt5518022,"Houston, We Have a Problem!",2016.0,88,3359.0,True,,,9.0,8.11969625295725,medium
9011,tt5644050,Pick of the Litter,2018.0,80,1474.0,True,,,7.0,7.29641326877392,medium
9234,tt6262764,Rip Tide,2017.0,85,3318.0,False,,,8.0,8.107418811719974,medium
9267,tt6349302,Sniper: Ultimate Kill,2017.0,90,4253.0,False,,,8.0,8.355614995760183,medium
9285,tt6433456,Becoming Astrid,2018.0,123,5723.0,True,,,7.0,8.652423140676342,very long
9293,tt6473066,Clouds,2020.0,121,8607.0,True,,,5.0,9.060447282401565,very long
9373,tt6774212,Aiyaary,2018.0,157,4552.0,False,,,7.0,8.423541635334782,very long
9415,tt6967980,Bareilly Ki Barfi,2017.0,116,22032.0,True,,,8.0,10.000296608464188,long
9558,tt7558302,Lying ánd Stéáling,2019.0,100,5348.0,False,,,6.0,8.58466490653125,long
77,tt0020122,Lucky Star,1929.0,100,1308.0,True,,,96.0,7.1770187659099,long
85,tt0021739,La Chienne,1931.0,91,4105.0,True,,,94.0,8.32020459757888,long
181,tt0028346,Reefer Madness,1936.0,66,8480.0,False,,,89.0,9.0455836463617,medium
423,tt0039101,Whistle Stop,1946.0,85,1132.0,False,,,79.0,7.0326242610280065,medium
562,tt0044750,"Invasion, U.S.A.",1952.0,73,1462.0,False,,,73.0,7.288244401020124,medium
709,tt0050210,The Brain from Planet Arous,1957.0,71,1532.0,False,,,68.0,7.334981878871814,medium
831,tt0053611,Attack of the Giant Leeches,1959.0,62,4274.0,False,,,66.0,8.360539381370861,medium
851,tt0054047,Thé Mágnificént Sévén,1960.0,128,,True,,,65.0,,very long
1036,tt0058586,Á Shớt in thé Dárk,1964.0,102,27415.0,True,,,61.0,10.218882063554444,long
1407,tt0068504,The Mansion of Madness,1973.0,99,1012.0,False,,,52.0,6.920671504248683,long
1428,tt0069005,Night of the Lepus,1972.0,88,4859.0,False,,,53.0,8.48879371689454,medium
1613,tt0074670,"Ilsa, Harem Keeper of the Oil Sheiks",1976.0,85,2725.0,False,,,49.0,7.9105906122564775,medium
1783,tt0079871,Scum,1979.0,98,11179.0,True,,,46.0,9.32188174670909,long
