Unnamed: 0,tconst,primaryTitle,startYear,runtimeMinutes,numVotes,label
9711,tt8200742,Silhouette,2007,114,3628.0,False
9716,tt8237272,Marionette,2020,112,1491.0,False
9718,tt8244298,Pớslédnéé ispytánié,2018,135,3590.0,False
9730,tt8318702,D-Ráiléd,2018,80,0.0,False
9748,tt8368294,Brothers by Blood,2020,105,0.0,False
9793,tt8620646,An Affair to Die For,2019,82,1964.0,False
9821,tt8777022,Siccin 5,2018,92,1511.0,False
9829,tt8829830,Fatale,2020,102,8646.0,False
9830,tt8844062,Charlie Boy,2021,83,0.0,True
9843,tt8941422,Hababam Sinifi Yeniden,2007,106,3588.0,False
9844,tt8946378,Knives Out,2007,130,555940.0,True
9846,tt8956872,Válhállá - Thé Légénd ớf Thớr,2019,105,3077.0,False
9856,tt8992946,Cargo,2019,119,2804.0,False
9865,tt9021140,Homestay,2018,132,1373.0,True
9866,tt9024106,Unplanned,2019,109,13592.0,False
9868,tt9029572,Killer Therapy,2019,94,1820.0,False
9870,tt9056824,Stunt School,2019,96,1106.0,False
9875,tt9081558,Those Who Remained,2019,83,1438.0,True
9906,tt9204164,Bigfớớt Fámily,2020,89,2423.0,False
9908,tt9206562,Make Us Dream,2018,104,2932.0,True
9922,tt9288776,White Snake,2019,99,3595.0,True
9923,tt9302994,Á Sớldiér's Révéngé,2020,140,1934.0,False
9941,tt9421200,A Perfect Enemy,2020,89,1639.0,False
9953,tt9543062,Hosts,2020,89,2206.0,False
9970,tt9660688,Black Beach,2020,110,1430.0,False
9985,tt9773184,Mareld,2019,94,1401.0,False
9991,tt9831136,The Banana Splits Movie,2019,89,3568.0,False
9992,tt9840958,Love Struck Sick,2019,92,3769.0,False
9995,tt9850344,Night Shift,2020,98,1325.0,False
